image_path,image_width,image_height,class_name,class_id,xmin,ymin,xmax,ymax,source_annotation,is_valid_raw,image_filename,xml_file
D:\project_root\data\raw\archive\10\img_06_424826800_00497.jpg,2048,1000,10_yaozhed,1,484,55,1181,993,voc_xml,True,img_06_424826800_00497.jpg,D:\project_root\data\raw\archive\lable\img_06_424826800_00497.xml
D:\project_root\data\raw\archive\10\img_06_424826800_00499.jpg,2048,1000,10_yaozhed,1,503,34,1128,1000,voc_xml,True,img_06_424826800_00499.jpg,D:\project_root\data\raw\archive\lable\img_06_424826800_00499.xml
D:\project_root\data\raw\archive\10\img_06_424826800_00500.jpg,2048,1000,10_yaozhed,1,484,83,1226,935,voc_xml,True,img_06_424826800_00500.jpg,D:\project_root\data\raw\archive\lable\img_06_424826800_00500.xml
D:\project_root\data\raw\archive\10\img_06_424826800_00501.jpg,2048,1000,10_yaozhed,1,376,53,1187,970,voc_xml,True,img_06_424826800_00501.jpg,D:\project_root\data\raw\archive\lable\img_06_424826800_00501.xml
D:\project_root\data\raw\archive\10\img_06_424826800_00502.jpg,2048,1000,10_yaozhed,1,430,52,1208,953,voc_xml,True,img_06_424826800_00502.jpg,D:\project_root\data\raw\archive\lable\img_06_424826800_00502.xml
D:\project_root\data\raw\archive\10\img_06_424826800_00505.jpg,2048,1000,10_yaozhed,1,448,76,1179,924,voc_xml,True,img_06_424826800_00505.jpg,D:\project_root\data\raw\archive\lable\img_06_424826800_00505.xml
D:\project_root\data\raw\archive\10\img_06_425614600_00406.jpg,2048,1000,10_yaozhed,1,918,48,1682,884,voc_xml,True,img_06_425614600_00406.jpg,D:\project_root\data\raw\archive\lable\img_06_425614600_00406.xml
D:\project_root\data\raw\archive\10\img_06_425614600_00410.jpg,2048,1000,10_yaozhed,1,971,160,1643,904,voc_xml,True,img_06_425614600_00410.jpg,D:\project_root\data\raw\archive\lable\img_06_425614600_00410.xml
D:\project_root\data\raw\archive\10\img_06_425614600_00411.jpg,2048,1000,10_yaozhed,1,1015,109,1561,883,voc_xml,True,img_06_425614600_00411.jpg,D:\project_root\data\raw\archive\lable\img_06_425614600_00411.xml
D:\project_root\data\raw\archive\10\img_06_425614600_00412.jpg,2048,1000,10_yaozhed,1,1025,78,1713,962,voc_xml,True,img_06_425614600_00412.jpg,D:\project_root\data\raw\archive\lable\img_06_425614600_00412.xml
D:\project_root\data\raw\archive\10\img_06_425614600_00413.jpg,2048,1000,10_yaozhed,1,1036,70,1687,950,voc_xml,True,img_06_425614600_00413.jpg,D:\project_root\data\raw\archive\lable\img_06_425614600_00413.xml
D:\project_root\data\raw\archive\10\img_06_425614600_00414.jpg,2048,1000,10_yaozhed,1,1018,104,1654,947,voc_xml,True,img_06_425614600_00414.jpg,D:\project_root\data\raw\archive\lable\img_06_425614600_00414.xml
D:\project_root\data\raw\archive\10\img_06_425614600_00415.jpg,2048,1000,10_yaozhed,1,1120,47,1744,953,voc_xml,True,img_06_425614600_00415.jpg,D:\project_root\data\raw\archive\lable\img_06_425614600_00415.xml
D:\project_root\data\raw\archive\10\img_06_425614600_00419.jpg,2048,1000,10_yaozhed,1,1094,127,1641,875,voc_xml,True,img_06_425614600_00419.jpg,D:\project_root\data\raw\archive\lable\img_06_425614600_00419.xml
D:\project_root\data\raw\archive\10\img_06_425614600_00420.jpg,2048,1000,10_yaozhed,1,1110,109,1700,847,voc_xml,True,img_06_425614600_00420.jpg,D:\project_root\data\raw\archive\lable\img_06_425614600_00420.xml
D:\project_root\data\raw\archive\10\img_06_425614600_00421.jpg,2048,1000,10_yaozhed,1,1126,89,1735,868,voc_xml,True,img_06_425614600_00421.jpg,D:\project_root\data\raw\archive\lable\img_06_425614600_00421.xml
D:\project_root\data\raw\archive\10\img_06_425614600_00422.jpg,2048,1000,10_yaozhed,1,1058,89,1710,896,voc_xml,True,img_06_425614600_00422.jpg,D:\project_root\data\raw\archive\lable\img_06_425614600_00422.xml
D:\project_root\data\raw\archive\10\img_06_425614600_00423.jpg,2048,1000,10_yaozhed,1,1051,116,1649,932,voc_xml,True,img_06_425614600_00423.jpg,D:\project_root\data\raw\archive\lable\img_06_425614600_00423.xml
D:\project_root\data\raw\archive\10\img_06_425614600_00424.jpg,2048,1000,10_yaozhed,1,1105,44,1796,1000,voc_xml,True,img_06_425614600_00424.jpg,D:\project_root\data\raw\archive\lable\img_06_425614600_00424.xml
D:\project_root\data\raw\archive\10\img_06_425614600_00425.jpg,2048,1000,10_yaozhed,1,1108,114,1731,834,voc_xml,True,img_06_425614600_00425.jpg,D:\project_root\data\raw\archive\lable\img_06_425614600_00425.xml
D:\project_root\data\raw\archive\10\img_06_425614600_00426.jpg,2048,1000,10_yaozhed,1,1043,76,1682,893,voc_xml,True,img_06_425614600_00426.jpg,D:\project_root\data\raw\archive\lable\img_06_425614600_00426.xml
D:\project_root\data\raw\archive\10\img_06_425614600_00431.jpg,2048,1000,10_yaozhed,1,1146,91,1748,921,voc_xml,True,img_06_425614600_00431.jpg,D:\project_root\data\raw\archive\lable\img_06_425614600_00431.xml
D:\project_root\data\raw\archive\10\img_06_425614600_00432.jpg,2048,1000,10_yaozhed,1,1103,86,1725,939,voc_xml,True,img_06_425614600_00432.jpg,D:\project_root\data\raw\archive\lable\img_06_425614600_00432.xml
D:\project_root\data\raw\archive\10\img_06_425614600_00435.jpg,2048,1000,10_yaozhed,1,1112,55,1751,889,voc_xml,True,img_06_425614600_00435.jpg,D:\project_root\data\raw\archive\lable\img_06_425614600_00435.xml
D:\project_root\data\raw\archive\10\img_06_436164300_00003.jpg,2048,1000,10_yaozhed,1,1146,104,1766,880,voc_xml,True,img_06_436164300_00003.jpg,D:\project_root\data\raw\archive\lable\img_06_436164300_00003.xml
D:\project_root\data\raw\archive\10\img_06_436164300_00004.jpg,2048,1000,10_yaozhed,1,613,62,2013,957,voc_xml,True,img_06_436164300_00004.jpg,D:\project_root\data\raw\archive\lable\img_06_436164300_00004.xml
D:\project_root\data\raw\archive\10\img_06_436164700_01537.jpg,2048,1000,10_yaozhed,1,1,113,468,858,voc_xml,True,img_06_436164700_01537.jpg,D:\project_root\data\raw\archive\lable\img_06_436164700_01537.xml
D:\project_root\data\raw\archive\10\img_06_436164700_01556.jpg,2048,1000,10_yaozhed,1,448,101,2041,973,voc_xml,True,img_06_436164700_01556.jpg,D:\project_root\data\raw\archive\lable\img_06_436164700_01556.xml
D:\project_root\data\raw\archive\10\img_06_436185800_00723.jpg,2048,1000,10_yaozhed,1,853,37,2048,789,voc_xml,True,img_06_436185800_00723.jpg,D:\project_root\data\raw\archive\lable\img_06_436185800_00723.xml
D:\project_root\data\raw\archive\10\img_06_436185800_00727.jpg,2048,1000,10_yaozhed,1,1318,57,2022,962,voc_xml,True,img_06_436185800_00727.jpg,D:\project_root\data\raw\archive\lable\img_06_436185800_00727.xml
D:\project_root\data\raw\archive\10\img_06_436185800_00731.jpg,2048,1000,10_yaozhed,1,1390,30,2048,863,voc_xml,True,img_06_436185800_00731.jpg,D:\project_root\data\raw\archive\lable\img_06_436185800_00731.xml
D:\project_root\data\raw\archive\10\img_06_436185800_00735.jpg,2048,1000,10_yaozhed,1,1371,39,2048,959,voc_xml,True,img_06_436185800_00735.jpg,D:\project_root\data\raw\archive\lable\img_06_436185800_00735.xml
D:\project_root\data\raw\archive\10\img_06_4402719100_00020.jpg,2048,1000,10_yaozhed,1,195,47,2048,870,voc_xml,True,img_06_4402719100_00020.jpg,D:\project_root\data\raw\archive\lable\img_06_4402719100_00020.xml
D:\project_root\data\raw\archive\10\img_06_4402719200_00017.jpg,2048,1000,10_yaozhed,1,76,27,1951,866,voc_xml,True,img_06_4402719200_00017.jpg,D:\project_root\data\raw\archive\lable\img_06_4402719200_00017.xml
D:\project_root\data\raw\archive\10\img_06_4402830700_01162.jpg,2048,1000,10_yaozhed,1,315,83,1835,640,voc_xml,True,img_06_4402830700_01162.jpg,D:\project_root\data\raw\archive\lable\img_06_4402830700_01162.xml
D:\project_root\data\raw\archive\10\img_06_4404374100_01306.jpg,2048,1000,10_yaozhed,1,917,94,1931,924,voc_xml,True,img_06_4404374100_01306.jpg,D:\project_root\data\raw\archive\lable\img_06_4404374100_01306.xml
D:\project_root\data\raw\archive\10\img_06_4404374100_01337.jpg,2048,1000,10_yaozhed,1,1174,42,2048,567,voc_xml,True,img_06_4404374100_01337.jpg,D:\project_root\data\raw\archive\lable\img_06_4404374100_01337.xml
D:\project_root\data\raw\archive\10\img_06_4404374100_01350.jpg,2048,1000,10_yaozhed,1,1077,73,1885,894,voc_xml,True,img_06_4404374100_01350.jpg,D:\project_root\data\raw\archive\lable\img_06_4404374100_01350.xml
D:\project_root\data\raw\archive\10\img_06_4405133600_00034.jpg,2048,1000,10_yaozhed,1,249,50,1861,935,voc_xml,True,img_06_4405133600_00034.jpg,D:\project_root\data\raw\archive\lable\img_06_4405133600_00034.xml
D:\project_root\data\raw\archive\10\img_06_4405133600_00035.jpg,2048,1000,10_yaozhed,1,190,76,2048,959,voc_xml,True,img_06_4405133600_00035.jpg,D:\project_root\data\raw\archive\lable\img_06_4405133600_00035.xml
D:\project_root\data\raw\archive\10\img_06_4405377100_00032.jpg,2048,1000,10_yaozhed,1,105,209,1708,942,voc_xml,True,img_06_4405377100_00032.jpg,D:\project_root\data\raw\archive\lable\img_06_4405377100_00032.xml
D:\project_root\data\raw\archive\10\img_07_3436785900_00004.jpg,2048,1000,10_yaozhed,1,1,1,883,756,voc_xml,True,img_07_3436785900_00004.jpg,D:\project_root\data\raw\archive\lable\img_07_3436785900_00004.xml
D:\project_root\data\raw\archive\10\img_07_3436786500_00002.jpg,2048,1000,10_yaozhed,1,89,116,1077,991,voc_xml,True,img_07_3436786500_00002.jpg,D:\project_root\data\raw\archive\lable\img_07_3436786500_00002.xml
D:\project_root\data\raw\archive\10\img_07_3436814000_00005.jpg,2048,1000,10_yaozhed,1,158,53,1579,888,voc_xml,True,img_07_3436814000_00005.jpg,D:\project_root\data\raw\archive\lable\img_07_3436814000_00005.xml
D:\project_root\data\raw\archive\10\img_07_3436814000_00006.jpg,2048,1000,10_yaozhed,1,281,96,1551,965,voc_xml,True,img_07_3436814000_00006.jpg,D:\project_root\data\raw\archive\lable\img_07_3436814000_00006.xml
D:\project_root\data\raw\archive\10\img_07_3436814000_00007.jpg,2048,1000,10_yaozhed,1,358,48,1522,860,voc_xml,True,img_07_3436814000_00007.jpg,D:\project_root\data\raw\archive\lable\img_07_3436814000_00007.xml
D:\project_root\data\raw\archive\10\img_07_3436814000_00009.jpg,2048,1000,10_yaozhed,1,349,47,1467,853,voc_xml,True,img_07_3436814000_00009.jpg,D:\project_root\data\raw\archive\lable\img_07_3436814000_00009.xml
D:\project_root\data\raw\archive\10\img_07_3436814000_00010.jpg,2048,1000,10_yaozhed,1,454,65,1517,814,voc_xml,True,img_07_3436814000_00010.jpg,D:\project_root\data\raw\archive\lable\img_07_3436814000_00010.xml
D:\project_root\data\raw\archive\10\img_07_3436814000_00011.jpg,2048,1000,10_yaozhed,1,184,44,1205,775,voc_xml,True,img_07_3436814000_00011.jpg,D:\project_root\data\raw\archive\lable\img_07_3436814000_00011.xml
D:\project_root\data\raw\archive\10\img_07_3436814000_00016.jpg,2048,1000,10_yaozhed,1,295,48,1631,934,voc_xml,True,img_07_3436814000_00016.jpg,D:\project_root\data\raw\archive\lable\img_07_3436814000_00016.xml
D:\project_root\data\raw\archive\10\img_07_3436814000_00676.jpg,2048,1000,10_yaozhed,1,353,19,1484,806,voc_xml,True,img_07_3436814000_00676.jpg,D:\project_root\data\raw\archive\lable\img_07_3436814000_00676.xml
D:\project_root\data\raw\archive\10\img_07_3436814000_00679.jpg,2048,1000,10_yaozhed,1,446,50,1723,991,voc_xml,True,img_07_3436814000_00679.jpg,D:\project_root\data\raw\archive\lable\img_07_3436814000_00679.xml
D:\project_root\data\raw\archive\10\img_07_3436814000_00680.jpg,2048,1000,10_yaozhed,1,220,112,1849,947,voc_xml,True,img_07_3436814000_00680.jpg,D:\project_root\data\raw\archive\lable\img_07_3436814000_00680.xml
D:\project_root\data\raw\archive\10\img_07_3436814000_00684.jpg,2048,1000,10_yaozhed,1,90,153,1782,909,voc_xml,True,img_07_3436814000_00684.jpg,D:\project_root\data\raw\archive\lable\img_07_3436814000_00684.xml
D:\project_root\data\raw\archive\10\img_07_3436814000_00691.jpg,2048,1000,10_yaozhed,1,194,75,1695,750,voc_xml,True,img_07_3436814000_00691.jpg,D:\project_root\data\raw\archive\lable\img_07_3436814000_00691.xml
D:\project_root\data\raw\archive\10\img_07_3436814000_00692.jpg,2048,1000,10_yaozhed,1,205,175,1859,993,voc_xml,True,img_07_3436814000_00692.jpg,D:\project_root\data\raw\archive\lable\img_07_3436814000_00692.xml
D:\project_root\data\raw\archive\10\img_07_3436814000_00693.jpg,2048,1000,10_yaozhed,1,285,93,1697,752,voc_xml,True,img_07_3436814000_00693.jpg,D:\project_root\data\raw\archive\lable\img_07_3436814000_00693.xml
D:\project_root\data\raw\archive\10\img_07_3436814000_00694.jpg,2048,1000,10_yaozhed,1,305,157,1822,901,voc_xml,True,img_07_3436814000_00694.jpg,D:\project_root\data\raw\archive\lable\img_07_3436814000_00694.xml
D:\project_root\data\raw\archive\10\img_07_3437006500_00761.jpg,2048,1000,10_yaozhed,1,326,176,1581,975,voc_xml,True,img_07_3437006500_00761.jpg,D:\project_root\data\raw\archive\lable\img_07_3437006500_00761.xml
D:\project_root\data\raw\archive\10\img_07_3437011100_01183.jpg,2048,1000,10_yaozhed,1,543,252,1908,886,voc_xml,True,img_07_3437011100_01183.jpg,D:\project_root\data\raw\archive\lable\img_07_3437011100_01183.xml
D:\project_root\data\raw\archive\10\img_07_424826800_00488.jpg,2048,1000,10_yaozhed,1,533,203,1492,950,voc_xml,True,img_07_424826800_00488.jpg,D:\project_root\data\raw\archive\lable\img_07_424826800_00488.xml
D:\project_root\data\raw\archive\10\img_07_424826800_00492.jpg,2048,1000,10_yaozhed,1,874,111,1443,819,voc_xml,True,img_07_424826800_00492.jpg,D:\project_root\data\raw\archive\lable\img_07_424826800_00492.xml
D:\project_root\data\raw\archive\10\img_07_424826800_00493.jpg,2048,1000,10_yaozhed,1,741,109,1418,762,voc_xml,True,img_07_424826800_00493.jpg,D:\project_root\data\raw\archive\lable\img_07_424826800_00493.xml
D:\project_root\data\raw\archive\10\img_07_424826800_00494.jpg,2048,1000,10_yaozhed,1,879,201,1448,865,voc_xml,True,img_07_424826800_00494.jpg,D:\project_root\data\raw\archive\lable\img_07_424826800_00494.xml
D:\project_root\data\raw\archive\10\img_07_424826800_00497.jpg,2048,1000,10_yaozhed,1,774,116,1392,678,voc_xml,True,img_07_424826800_00497.jpg,D:\project_root\data\raw\archive\lable\img_07_424826800_00497.xml
D:\project_root\data\raw\archive\10\img_07_424826800_00502.jpg,2048,1000,10_yaozhed,1,805,65,1418,878,voc_xml,True,img_07_424826800_00502.jpg,D:\project_root\data\raw\archive\lable\img_07_424826800_00502.xml
D:\project_root\data\raw\archive\10\img_07_424826800_00507.jpg,2048,1000,10_yaozhed,1,949,171,1407,778,voc_xml,True,img_07_424826800_00507.jpg,D:\project_root\data\raw\archive\lable\img_07_424826800_00507.xml
D:\project_root\data\raw\archive\10\img_07_427199900_00008.jpg,2048,1000,10_yaozhed,1,425,101,1854,647,voc_xml,True,img_07_427199900_00008.jpg,D:\project_root\data\raw\archive\lable\img_07_427199900_00008.xml
D:\project_root\data\raw\archive\10\img_07_436164700_01536.jpg,2048,1000,10_yaozhed,1,1467,37,2048,860,voc_xml,True,img_07_436164700_01536.jpg,D:\project_root\data\raw\archive\lable\img_07_436164700_01536.xml
D:\project_root\data\raw\archive\10\img_07_436164700_01537.jpg,2048,1000,10_yaozhed,1,1607,91,2007,1000,voc_xml,True,img_07_436164700_01537.jpg,D:\project_root\data\raw\archive\lable\img_07_436164700_01537.xml
D:\project_root\data\raw\archive\10\img_07_436164700_01538.jpg,2048,1000,10_yaozhed,1,1620,50,2048,905,voc_xml,True,img_07_436164700_01538.jpg,D:\project_root\data\raw\archive\lable\img_07_436164700_01538.xml
D:\project_root\data\raw\archive\10\img_07_436164700_01545.jpg,2048,1000,10_yaozhed,1,1753,62,2048,958,voc_xml,True,img_07_436164700_01545.jpg,D:\project_root\data\raw\archive\lable\img_07_436164700_01545.xml
D:\project_root\data\raw\archive\10\img_07_436164700_01551.jpg,2048,1000,10_yaozhed,1,1726,91,2042,1000,voc_xml,True,img_07_436164700_01551.jpg,D:\project_root\data\raw\archive\lable\img_07_436164700_01551.xml
D:\project_root\data\raw\archive\10\img_07_436164700_01552.jpg,2048,1000,10_yaozhed,1,817,19,2041,516,voc_xml,True,img_07_436164700_01552.jpg,D:\project_root\data\raw\archive\lable\img_07_436164700_01552.xml
D:\project_root\data\raw\archive\10\img_07_4402719100_00014.jpg,2048,1000,10_yaozhed,1,303,53,2026,753,voc_xml,True,img_07_4402719100_00014.jpg,D:\project_root\data\raw\archive\lable\img_07_4402719100_00014.xml
D:\project_root\data\raw\archive\10\img_07_4402719100_00025.jpg,2048,1000,10_yaozhed,1,1559,83,1940,811,voc_xml,True,img_07_4402719100_00025.jpg,D:\project_root\data\raw\archive\lable\img_07_4402719100_00025.xml
D:\project_root\data\raw\archive\10\img_07_4402719100_00026.jpg,2048,1000,10_yaozhed,1,1613,94,1931,850,voc_xml,True,img_07_4402719100_00026.jpg,D:\project_root\data\raw\archive\lable\img_07_4402719100_00026.xml
D:\project_root\data\raw\archive\10\img_07_4402719200_00026.jpg,2048,1000,10_yaozhed,1,1549,40,2026,935,voc_xml,True,img_07_4402719200_00026.jpg,D:\project_root\data\raw\archive\lable\img_07_4402719200_00026.xml
D:\project_root\data\raw\archive\10\img_07_4402719500_00001.jpg,2048,1000,10_yaozhed,1,333,335,1714,1000,voc_xml,True,img_07_4402719500_00001.jpg,D:\project_root\data\raw\archive\lable\img_07_4402719500_00001.xml
D:\project_root\data\raw\archive\10\img_07_4404374100_01265.jpg,2048,1000,10_yaozhed,1,258,214,1722,888,voc_xml,True,img_07_4404374100_01265.jpg,D:\project_root\data\raw\archive\lable\img_07_4404374100_01265.xml
D:\project_root\data\raw\archive\10\img_07_4404374100_01279.jpg,2048,1000,10_yaozhed,1,136,83,990,937,voc_xml,True,img_07_4404374100_01279.jpg,D:\project_root\data\raw\archive\lable\img_07_4404374100_01279.xml
D:\project_root\data\raw\archive\10\img_07_4404374100_01315.jpg,2048,1000,10_yaozhed,1,66,65,846,865,voc_xml,True,img_07_4404374100_01315.jpg,D:\project_root\data\raw\archive\lable\img_07_4404374100_01315.xml
D:\project_root\data\raw\archive\10\img_07_4404374100_01321.jpg,2048,1000,10_yaozhed,1,48,76,852,1000,voc_xml,True,img_07_4404374100_01321.jpg,D:\project_root\data\raw\archive\lable\img_07_4404374100_01321.xml
D:\project_root\data\raw\archive\10\img_07_4404374100_01338.jpg,2048,1000,10_yaozhed,1,110,63,858,878,voc_xml,True,img_07_4404374100_01338.jpg,D:\project_root\data\raw\archive\lable\img_07_4404374100_01338.xml
D:\project_root\data\raw\archive\10\img_07_4404374100_01348.jpg,2048,1000,10_yaozhed,1,99,112,828,922,voc_xml,True,img_07_4404374100_01348.jpg,D:\project_root\data\raw\archive\lable\img_07_4404374100_01348.xml
D:\project_root\data\raw\archive\10\img_07_4404374100_01349.jpg,2048,1000,10_yaozhed,1,62,50,892,875,voc_xml,True,img_07_4404374100_01349.jpg,D:\project_root\data\raw\archive\lable\img_07_4404374100_01349.xml
D:\project_root\data\raw\archive\10\img_07_4404374100_01367.jpg,2048,1000,10_yaozhed,1,135,94,1033,727,voc_xml,True,img_07_4404374100_01367.jpg,D:\project_root\data\raw\archive\lable\img_07_4404374100_01367.xml
D:\project_root\data\raw\archive\10\img_07_4404712100_01000.jpg,2048,1000,10_yaozhed,1,1443,145,1982,944,voc_xml,True,img_07_4404712100_01000.jpg,D:\project_root\data\raw\archive\lable\img_07_4404712100_01000.xml
D:\project_root\data\raw\archive\10\img_07_4405133600_00033.jpg,2048,1000,10_yaozhed,1,117,127,1881,888,voc_xml,True,img_07_4405133600_00033.jpg,D:\project_root\data\raw\archive\lable\img_07_4405133600_00033.xml
D:\project_root\data\raw\archive\10\img_07_4405133600_00034.jpg,2048,1000,10_yaozhed,1,358,80,1536,850,voc_xml,True,img_07_4405133600_00034.jpg,D:\project_root\data\raw\archive\lable\img_07_4405133600_00034.xml
D:\project_root\data\raw\archive\10\img_07_4405133600_00036.jpg,2048,1000,10_yaozhed,1,199,71,1671,896,voc_xml,True,img_07_4405133600_00036.jpg,D:\project_root\data\raw\archive\lable\img_07_4405133600_00036.xml
D:\project_root\data\raw\archive\10\img_07_4405133600_00039.jpg,2048,1000,10_yaozhed,1,146,58,1977,934,voc_xml,True,img_07_4405133600_00039.jpg,D:\project_root\data\raw\archive\lable\img_07_4405133600_00039.xml
