image_path,image_width,image_height,class_name,class_id,xmin,ymin,xmax,ymax,source_annotation,is_valid_raw,image_filename,xml_file,bbox_w,bbox_h,min_side,bbox_area,image_area,bbox_area_ratio
D:\project_root\data\raw\archive\3\img_01_424799600_00001.jpg,2048,1000,3_yueyawan,3,1688,1,1904,340,voc_xml,True,img_01_424799600_00001.jpg,D:\project_root\data\raw\archive\lable\img_01_424799600_00001.xml,216,339,216,73224,2048000,0.03575390625
D:\project_root\data\raw\archive\3\img_01_424799600_00002.jpg,2048,1000,3_yueyawan,3,1667,781,1888,1000,voc_xml,True,img_01_424799600_00002.jpg,D:\project_root\data\raw\archive\lable\img_01_424799600_00002.xml,221,219,219,48399,2048000,0.02363232421875
D:\project_root\data\raw\archive\3\img_01_424825700_00001.jpg,2048,1000,3_yueyawan,3,1199,774,1391,1000,voc_xml,True,img_01_424825700_00001.jpg,D:\project_root\data\raw\archive\lable\img_01_424825700_00001.xml,192,226,192,43392,2048000,0.0211875
D:\project_root\data\raw\archive\3\img_01_424826100_00001.jpg,2048,1000,3_yueyawan,3,1210,716,1415,998,voc_xml,True,img_01_424826100_00001.jpg,D:\project_root\data\raw\archive\lable\img_01_424826100_00001.xml,205,282,205,57810,2048000,0.0282275390625
D:\project_root\data\raw\archive\3\img_01_424826300_00950.jpg,2048,1000,3_yueyawan,3,1131,1,1432,432,voc_xml,True,img_01_424826300_00950.jpg,D:\project_root\data\raw\archive\lable\img_01_424826300_00950.xml,301,431,301,129731,2048000,0.06334521484375
D:\project_root\data\raw\archive\3\img_01_424826800_00002.jpg,2048,1000,3_yueyawan,3,1237,1,1487,327,voc_xml,True,img_01_424826800_00002.jpg,D:\project_root\data\raw\archive\lable\img_01_424826800_00002.xml,250,326,250,81500,2048000,0.039794921875
D:\project_root\data\raw\archive\3\img_01_424826800_00003.jpg,2048,1000,3_yueyawan,3,1256,795,1470,1000,voc_xml,True,img_01_424826800_00003.jpg,D:\project_root\data\raw\archive\lable\img_01_424826800_00003.xml,214,205,205,43870,2048000,0.0214208984375
D:\project_root\data\raw\archive\4\img_01_424995500_00255.jpg,2048,1000,4_shuiban,4,1169,317,1577,809,voc_xml,True,img_01_424995500_00255.jpg,D:\project_root\data\raw\archive\lable\img_01_424995500_00255.xml,408,492,408,200736,2048000,0.098015625
D:\project_root\data\raw\archive\4\img_01_424995500_00289.jpg,2048,1000,4_shuiban,4,1240,8,1672,328,voc_xml,True,img_01_424995500_00289.jpg,D:\project_root\data\raw\archive\lable\img_01_424995500_00289.xml,432,320,320,138240,2048000,0.0675
D:\project_root\data\raw\archive\4\img_01_425000300_00103.jpg,2048,1000,4_shuiban,4,1191,327,1591,744,voc_xml,True,img_01_425000300_00103.jpg,D:\project_root\data\raw\archive\lable\img_01_425000300_00103.xml,400,417,400,166800,2048000,0.0814453125
D:\project_root\data\raw\archive\4\img_01_425000300_00103.jpg,2048,1000,4_shuiban,4,1223,124,1294,213,voc_xml,True,img_01_425000300_00103.jpg,D:\project_root\data\raw\archive\lable\img_01_425000300_00103.xml,71,89,71,6319,2048000,0.00308544921875
D:\project_root\data\raw\archive\4\img_01_425000300_00103.jpg,2048,1000,4_shuiban,4,1438,28,1500,84,voc_xml,True,img_01_425000300_00103.jpg,D:\project_root\data\raw\archive\lable\img_01_425000300_00103.xml,62,56,56,3472,2048000,0.0016953125
D:\project_root\data\raw\archive\4\img_01_425000300_00520.jpg,2048,1000,4_shuiban,4,1153,417,1608,932,voc_xml,True,img_01_425000300_00520.jpg,D:\project_root\data\raw\archive\lable\img_01_425000300_00520.xml,455,515,455,234325,2048000,0.11441650390625
D:\project_root\data\raw\archive\4\img_01_425000300_00630.jpg,2048,1000,4_shuiban,4,1372,1,1564,119,voc_xml,True,img_01_425000300_00630.jpg,D:\project_root\data\raw\archive\lable\img_01_425000300_00630.xml,192,118,118,22656,2048000,0.0110625
D:\project_root\data\raw\archive\4\img_01_425000300_00743.jpg,2048,1000,4_shuiban,4,1230,1,1760,364,voc_xml,True,img_01_425000300_00743.jpg,D:\project_root\data\raw\archive\lable\img_01_425000300_00743.xml,530,363,363,192390,2048000,0.0939404296875
D:\project_root\data\raw\archive\6\img_01_425005700_00154.jpg,2048,1000,6_siban,6,861,16,1643,974,voc_xml,True,img_01_425005700_00154.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00154.xml,782,958,782,749156,2048000,0.365798828125
D:\project_root\data\raw\archive\6\img_01_425005700_00156.jpg,2048,1000,6_siban,6,762,19,1680,981,voc_xml,True,img_01_425005700_00156.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00156.xml,918,962,918,883116,2048000,0.431208984375
D:\project_root\data\raw\archive\6\img_01_425005700_00158.jpg,2048,1000,6_siban,6,790,80,1656,942,voc_xml,True,img_01_425005700_00158.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00158.xml,866,862,862,746492,2048000,0.364498046875
D:\project_root\data\raw\archive\6\img_01_425005700_00159.jpg,2048,1000,6_siban,6,818,37,1582,981,voc_xml,True,img_01_425005700_00159.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00159.xml,764,944,764,721216,2048000,0.35215625
D:\project_root\data\raw\archive\6\img_01_425005700_00162.jpg,2048,1000,6_siban,6,969,106,1551,862,voc_xml,True,img_01_425005700_00162.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00162.xml,582,756,582,439992,2048000,0.21483984375
D:\project_root\data\raw\archive\6\img_01_425005700_00163.jpg,2048,1000,6_siban,6,977,53,1593,1000,voc_xml,True,img_01_425005700_00163.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00163.xml,616,947,616,583352,2048000,0.28483984375
D:\project_root\data\raw\archive\6\img_01_425005700_00164.jpg,2048,1000,6_siban,6,950,19,1557,972,voc_xml,True,img_01_425005700_00164.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00164.xml,607,953,607,578471,2048000,0.28245654296875
D:\project_root\data\raw\archive\6\img_01_425005700_00168.jpg,2048,1000,6_siban,6,956,25,1356,996,voc_xml,True,img_01_425005700_00168.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00168.xml,400,971,400,388400,2048000,0.1896484375
D:\project_root\data\raw\archive\6\img_01_425005700_00172.jpg,2048,1000,6_siban,6,1043,3,1307,825,voc_xml,True,img_01_425005700_00172.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00172.xml,264,822,264,217008,2048000,0.1059609375
D:\project_root\data\raw\archive\6\img_01_425005700_00175.jpg,2048,1000,6_siban,6,1018,25,1353,765,voc_xml,True,img_01_425005700_00175.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00175.xml,335,740,335,247900,2048000,0.121044921875
D:\project_root\data\raw\archive\6\img_01_425005700_00176.jpg,2048,1000,6_siban,6,1040,34,1515,791,voc_xml,True,img_01_425005700_00176.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00176.xml,475,757,475,359575,2048000,0.17557373046875
D:\project_root\data\raw\archive\6\img_01_425005700_00181.jpg,2048,1000,6_siban,6,1005,50,1503,853,voc_xml,True,img_01_425005700_00181.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00181.xml,498,803,498,399894,2048000,0.1952607421875
D:\project_root\data\raw\archive\6\img_01_425005700_00183.jpg,2048,1000,6_siban,6,1008,1,1522,796,voc_xml,True,img_01_425005700_00183.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00183.xml,514,795,514,408630,2048000,0.1995263671875
D:\project_root\data\raw\archive\6\img_01_425005700_00189.jpg,2048,1000,6_siban,6,1013,37,1535,775,voc_xml,True,img_01_425005700_00189.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00189.xml,522,738,522,385236,2048000,0.188103515625
D:\project_root\data\raw\archive\6\img_01_425005700_00191.jpg,2048,1000,6_siban,6,997,12,1564,916,voc_xml,True,img_01_425005700_00191.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00191.xml,567,904,567,512568,2048000,0.25027734375
D:\project_root\data\raw\archive\6\img_01_425005700_00192.jpg,2048,1000,6_siban,6,953,24,1285,942,voc_xml,True,img_01_425005700_00192.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00192.xml,332,918,332,304776,2048000,0.14881640625
D:\project_root\data\raw\archive\6\img_01_425005700_00194.jpg,2048,1000,6_siban,6,969,1,1348,959,voc_xml,True,img_01_425005700_00194.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00194.xml,379,958,379,363082,2048000,0.1772861328125
D:\project_root\data\raw\archive\6\img_01_425005700_00195.jpg,2048,1000,6_siban,6,990,16,1366,1000,voc_xml,True,img_01_425005700_00195.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00195.xml,376,984,376,369984,2048000,0.18065625
D:\project_root\data\raw\archive\6\img_01_425005700_00196.jpg,2048,1000,6_siban,6,987,1,1425,952,voc_xml,True,img_01_425005700_00196.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00196.xml,438,951,438,416538,2048000,0.2033876953125
D:\project_root\data\raw\archive\6\img_01_425005700_00197.jpg,2048,1000,6_siban,6,825,1,1372,980,voc_xml,True,img_01_425005700_00197.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00197.xml,547,979,547,535513,2048000,0.26148095703125
D:\project_root\data\raw\archive\6\img_01_425005700_00198.jpg,2048,1000,6_siban,6,904,1,1486,936,voc_xml,True,img_01_425005700_00198.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00198.xml,582,935,582,544170,2048000,0.2657080078125
D:\project_root\data\raw\archive\6\img_01_425005700_00199.jpg,2048,1000,6_siban,6,956,1,1460,857,voc_xml,True,img_01_425005700_00199.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00199.xml,504,856,504,431424,2048000,0.21065625
D:\project_root\data\raw\archive\6\img_01_425005700_00200.jpg,2048,1000,6_siban,6,933,1,1508,957,voc_xml,True,img_01_425005700_00200.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00200.xml,575,956,575,549700,2048000,0.268408203125
D:\project_root\data\raw\archive\6\img_01_425005700_00201.jpg,2048,1000,6_siban,6,946,1,1431,944,voc_xml,True,img_01_425005700_00201.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00201.xml,485,943,485,457355,2048000,0.22331787109375
D:\project_root\data\raw\archive\6\img_01_425005700_00202.jpg,2048,1000,6_siban,6,930,45,1490,948,voc_xml,True,img_01_425005700_00202.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00202.xml,560,903,560,505680,2048000,0.2469140625
D:\project_root\data\raw\archive\6\img_01_425005700_00203.jpg,2048,1000,6_siban,6,1008,63,1528,1000,voc_xml,True,img_01_425005700_00203.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00203.xml,520,937,520,487240,2048000,0.23791015625
D:\project_root\data\raw\archive\6\img_01_425005700_00205.jpg,2048,1000,6_siban,6,923,9,1519,1000,voc_xml,True,img_01_425005700_00205.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00205.xml,596,991,596,590636,2048000,0.288396484375
D:\project_root\data\raw\archive\6\img_01_425005700_00207.jpg,2048,1000,6_siban,6,987,19,1579,968,voc_xml,True,img_01_425005700_00207.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00207.xml,592,949,592,561808,2048000,0.2743203125
D:\project_root\data\raw\archive\6\img_01_425005700_00208.jpg,2048,1000,6_siban,6,931,57,1373,1000,voc_xml,True,img_01_425005700_00208.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00208.xml,442,943,442,416806,2048000,0.2035185546875
D:\project_root\data\raw\archive\6\img_01_425005700_00211.jpg,2048,1000,6_siban,6,956,10,1474,960,voc_xml,True,img_01_425005700_00211.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00211.xml,518,950,518,492100,2048000,0.240283203125
D:\project_root\data\raw\archive\6\img_01_425005700_00212.jpg,2048,1000,6_siban,6,995,1,1418,931,voc_xml,True,img_01_425005700_00212.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00212.xml,423,930,423,393390,2048000,0.1920849609375
D:\project_root\data\raw\archive\6\img_01_425005700_00213.jpg,2048,1000,6_siban,6,981,1,1440,964,voc_xml,True,img_01_425005700_00213.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00213.xml,459,963,459,442017,2048000,0.21582861328125
D:\project_root\data\raw\archive\6\img_01_425005700_00221.jpg,2048,1000,6_siban,6,918,406,1515,968,voc_xml,True,img_01_425005700_00221.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00221.xml,597,562,562,335514,2048000,0.1638251953125
D:\project_root\data\raw\archive\6\img_01_425005700_00223.jpg,2048,1000,6_siban,6,1067,117,1520,891,voc_xml,True,img_01_425005700_00223.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00223.xml,453,774,453,350622,2048000,0.1712021484375
D:\project_root\data\raw\archive\6\img_01_425005700_00233.jpg,2048,1000,6_siban,6,846,23,1306,735,voc_xml,True,img_01_425005700_00233.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00233.xml,460,712,460,327520,2048000,0.159921875
D:\project_root\data\raw\archive\6\img_01_425005700_00239.jpg,2048,1000,6_siban,6,879,44,1430,876,voc_xml,True,img_01_425005700_00239.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00239.xml,551,832,551,458432,2048000,0.22384375
D:\project_root\data\raw\archive\6\img_01_425005700_00240.jpg,2048,1000,6_siban,6,874,73,1375,1000,voc_xml,True,img_01_425005700_00240.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00240.xml,501,927,501,464427,2048000,0.22677099609375
D:\project_root\data\raw\archive\6\img_01_425005700_00241.jpg,2048,1000,6_siban,6,923,45,1358,942,voc_xml,True,img_01_425005700_00241.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00241.xml,435,897,435,390195,2048000,0.19052490234375
D:\project_root\data\raw\archive\6\img_01_425005700_00246.jpg,2048,1000,6_siban,6,907,32,1403,1000,voc_xml,True,img_01_425005700_00246.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00246.xml,496,968,496,480128,2048000,0.2344375
D:\project_root\data\raw\archive\6\img_01_425005700_00253.jpg,2048,1000,6_siban,6,818,25,1207,929,voc_xml,True,img_01_425005700_00253.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00253.xml,389,904,389,351656,2048000,0.17170703125
D:\project_root\data\raw\archive\6\img_01_425005700_00254.jpg,2048,1000,6_siban,6,828,22,1208,868,voc_xml,True,img_01_425005700_00254.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00254.xml,380,846,380,321480,2048000,0.15697265625
D:\project_root\data\raw\archive\6\img_01_425005700_00255.jpg,2048,1000,6_siban,6,800,101,1230,932,voc_xml,True,img_01_425005700_00255.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00255.xml,430,831,430,357330,2048000,0.1744775390625
D:\project_root\data\raw\archive\6\img_01_425005700_00256.jpg,2048,1000,6_siban,6,867,66,1271,945,voc_xml,True,img_01_425005700_00256.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00256.xml,404,879,404,355116,2048000,0.173396484375
D:\project_root\data\raw\archive\6\img_01_425005700_00258.jpg,2048,1000,6_siban,6,899,19,1292,1000,voc_xml,True,img_01_425005700_00258.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00258.xml,393,981,393,385533,2048000,0.18824853515625
D:\project_root\data\raw\archive\6\img_01_425005700_00266.jpg,2048,1000,6_siban,6,807,93,1326,862,voc_xml,True,img_01_425005700_00266.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00266.xml,519,769,519,399111,2048000,0.19487841796875
D:\project_root\data\raw\archive\6\img_01_425005700_00267.jpg,2048,1000,6_siban,6,863,1,1429,923,voc_xml,True,img_01_425005700_00267.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00267.xml,566,922,566,521852,2048000,0.254810546875
D:\project_root\data\raw\archive\6\img_01_425005700_00270.jpg,2048,1000,6_siban,6,887,39,1349,858,voc_xml,True,img_01_425005700_00270.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00270.xml,462,819,462,378378,2048000,0.1847548828125
D:\project_root\data\raw\archive\6\img_01_425005700_00273.jpg,2048,1000,6_siban,6,792,1,1317,972,voc_xml,True,img_01_425005700_00273.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00273.xml,525,971,525,509775,2048000,0.24891357421875
D:\project_root\data\raw\archive\6\img_01_425005700_00277.jpg,2048,1000,6_siban,6,855,1,1440,971,voc_xml,True,img_01_425005700_00277.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00277.xml,585,970,585,567450,2048000,0.2770751953125
D:\project_root\data\raw\archive\6\img_01_425005700_00279.jpg,2048,1000,6_siban,6,881,1,1423,954,voc_xml,True,img_01_425005700_00279.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00279.xml,542,953,542,516526,2048000,0.2522099609375
D:\project_root\data\raw\archive\6\img_01_425005700_00283.jpg,2048,1000,6_siban,6,832,1,1388,843,voc_xml,True,img_01_425005700_00283.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00283.xml,556,842,556,468152,2048000,0.22858984375
D:\project_root\data\raw\archive\6\img_01_425005700_00285.jpg,2048,1000,6_siban,6,753,1,1430,965,voc_xml,True,img_01_425005700_00285.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00285.xml,677,964,677,652628,2048000,0.318666015625
D:\project_root\data\raw\archive\6\img_01_425005700_00286.jpg,2048,1000,6_siban,6,771,44,1281,848,voc_xml,True,img_01_425005700_00286.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00286.xml,510,804,510,410040,2048000,0.20021484375
D:\project_root\data\raw\archive\6\img_01_425005700_00287.jpg,2048,1000,6_siban,6,769,16,1297,941,voc_xml,True,img_01_425005700_00287.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00287.xml,528,925,528,488400,2048000,0.2384765625
D:\project_root\data\raw\archive\6\img_01_425005700_00288.jpg,2048,1000,6_siban,6,826,1,1366,777,voc_xml,True,img_01_425005700_00288.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00288.xml,540,776,540,419040,2048000,0.204609375
D:\project_root\data\raw\archive\6\img_01_425005700_00289.jpg,2048,1000,6_siban,6,889,1,1373,895,voc_xml,True,img_01_425005700_00289.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00289.xml,484,894,484,432696,2048000,0.21127734375
D:\project_root\data\raw\archive\6\img_01_425005700_00290.jpg,2048,1000,6_siban,6,815,55,1362,840,voc_xml,True,img_01_425005700_00290.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00290.xml,547,785,547,429395,2048000,0.20966552734375
D:\project_root\data\raw\archive\6\img_01_425005700_00291.jpg,2048,1000,6_siban,6,822,6,1387,953,voc_xml,True,img_01_425005700_00291.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00291.xml,565,947,565,535055,2048000,0.26125732421875
D:\project_root\data\raw\archive\6\img_01_425005700_00292.jpg,2048,1000,6_siban,6,836,1,1323,951,voc_xml,True,img_01_425005700_00292.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00292.xml,487,950,487,462650,2048000,0.2259033203125
D:\project_root\data\raw\archive\6\img_01_425005700_00297.jpg,2048,1000,6_siban,6,869,78,1289,773,voc_xml,True,img_01_425005700_00297.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00297.xml,420,695,420,291900,2048000,0.142529296875
D:\project_root\data\raw\archive\6\img_01_425005700_00298.jpg,2048,1000,6_siban,6,874,71,1389,891,voc_xml,True,img_01_425005700_00298.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00298.xml,515,820,515,422300,2048000,0.206201171875
D:\project_root\data\raw\archive\6\img_01_425005700_00300.jpg,2048,1000,6_siban,6,895,52,1428,878,voc_xml,True,img_01_425005700_00300.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00300.xml,533,826,533,440258,2048000,0.2149697265625
D:\project_root\data\raw\archive\6\img_01_425005700_00301.jpg,2048,1000,6_siban,6,876,105,1429,890,voc_xml,True,img_01_425005700_00301.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00301.xml,553,785,553,434105,2048000,0.21196533203125
D:\project_root\data\raw\archive\6\img_01_425005700_00302.jpg,2048,1000,6_siban,6,908,183,1453,940,voc_xml,True,img_01_425005700_00302.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00302.xml,545,757,545,412565,2048000,0.20144775390625
D:\project_root\data\raw\archive\6\img_01_425005700_00304.jpg,2048,1000,6_siban,6,838,99,1310,634,voc_xml,True,img_01_425005700_00304.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00304.xml,472,535,472,252520,2048000,0.12330078125
D:\project_root\data\raw\archive\6\img_01_425005700_00307.jpg,2048,1000,6_siban,6,812,1,1440,740,voc_xml,True,img_01_425005700_00307.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00307.xml,628,739,628,464092,2048000,0.226607421875
D:\project_root\data\raw\archive\6\img_01_425005700_00309.jpg,2048,1000,6_siban,6,793,1,1400,802,voc_xml,True,img_01_425005700_00309.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00309.xml,607,801,607,486207,2048000,0.23740576171875
D:\project_root\data\raw\archive\6\img_01_425005700_00310.jpg,2048,1000,6_siban,6,837,1,1429,854,voc_xml,True,img_01_425005700_00310.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00310.xml,592,853,592,504976,2048000,0.2465703125
D:\project_root\data\raw\archive\6\img_01_425005700_00312.jpg,2048,1000,6_siban,6,870,1,1424,831,voc_xml,True,img_01_425005700_00312.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00312.xml,554,830,554,459820,2048000,0.224521484375
D:\project_root\data\raw\archive\6\img_01_425005700_00313.jpg,2048,1000,6_siban,6,777,63,1354,878,voc_xml,True,img_01_425005700_00313.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00313.xml,577,815,577,470255,2048000,0.22961669921875
D:\project_root\data\raw\archive\6\img_01_425005700_00314.jpg,2048,1000,6_siban,6,753,48,1425,875,voc_xml,True,img_01_425005700_00314.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00314.xml,672,827,672,555744,2048000,0.271359375
D:\project_root\data\raw\archive\6\img_01_425005700_00317.jpg,2048,1000,6_siban,6,739,47,1392,914,voc_xml,True,img_01_425005700_00317.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00317.xml,653,867,653,566151,2048000,0.27644091796875
D:\project_root\data\raw\archive\6\img_01_425005700_00320.jpg,2048,1000,6_siban,6,792,52,1417,809,voc_xml,True,img_01_425005700_00320.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00320.xml,625,757,625,473125,2048000,0.23101806640625
D:\project_root\data\raw\archive\6\img_01_425005700_00321.jpg,2048,1000,6_siban,6,778,1,1376,936,voc_xml,True,img_01_425005700_00321.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00321.xml,598,935,598,559130,2048000,0.2730126953125
D:\project_root\data\raw\archive\6\img_01_425005700_00322.jpg,2048,1000,6_siban,6,824,1,1477,856,voc_xml,True,img_01_425005700_00322.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00322.xml,653,855,653,558315,2048000,0.27261474609375
D:\project_root\data\raw\archive\6\img_01_425005700_00325.jpg,2048,1000,6_siban,6,892,89,1425,858,voc_xml,True,img_01_425005700_00325.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00325.xml,533,769,533,409877,2048000,0.20013525390625
D:\project_root\data\raw\archive\6\img_01_425005700_00326.jpg,2048,1000,6_siban,6,874,94,1415,907,voc_xml,True,img_01_425005700_00326.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00326.xml,541,813,541,439833,2048000,0.21476220703125
D:\project_root\data\raw\archive\6\img_01_425005700_00327.jpg,2048,1000,6_siban,6,785,66,1512,921,voc_xml,True,img_01_425005700_00327.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00327.xml,727,855,727,621585,2048000,0.30350830078125
D:\project_root\data\raw\archive\6\img_01_425005700_00328.jpg,2048,1000,6_siban,6,867,52,1492,939,voc_xml,True,img_01_425005700_00328.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00328.xml,625,887,625,554375,2048000,0.27069091796875
D:\project_root\data\raw\archive\6\img_01_425005700_00333.jpg,2048,1000,6_siban,6,798,1,1513,937,voc_xml,True,img_01_425005700_00333.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00333.xml,715,936,715,669240,2048000,0.32677734375
