image_path,image_width,image_height,class_name,class_id,xmin,ymin,xmax,ymax,source_annotation,is_valid_raw,image_filename,xml_file
D:\project_root\data\raw\archive\3\img_01_424799600_00002.jpg,2048,1000,3_yueyawan,4,1667,781,1888,1000,voc_xml,True,img_01_424799600_00002.jpg,D:\project_root\data\raw\archive\lable\img_01_424799600_00002.xml
D:\project_root\data\raw\archive\3\img_01_424825700_00001.jpg,2048,1000,3_yueyawan,4,1199,774,1391,1000,voc_xml,True,img_01_424825700_00001.jpg,D:\project_root\data\raw\archive\lable\img_01_424825700_00001.xml
D:\project_root\data\raw\archive\3\img_01_424826100_00001.jpg,2048,1000,3_yueyawan,4,1210,716,1415,998,voc_xml,True,img_01_424826100_00001.jpg,D:\project_root\data\raw\archive\lable\img_01_424826100_00001.xml
D:\project_root\data\raw\archive\3\img_01_424826300_00950.jpg,2048,1000,3_yueyawan,4,1131,1,1432,432,voc_xml,True,img_01_424826300_00950.jpg,D:\project_root\data\raw\archive\lable\img_01_424826300_00950.xml
D:\project_root\data\raw\archive\3\img_01_424826800_00002.jpg,2048,1000,3_yueyawan,4,1237,1,1487,327,voc_xml,True,img_01_424826800_00002.jpg,D:\project_root\data\raw\archive\lable\img_01_424826800_00002.xml
D:\project_root\data\raw\archive\3\img_01_424826800_00003.jpg,2048,1000,3_yueyawan,4,1256,795,1470,1000,voc_xml,True,img_01_424826800_00003.jpg,D:\project_root\data\raw\archive\lable\img_01_424826800_00003.xml
D:\project_root\data\raw\archive\4\img_01_424995500_00255.jpg,2048,1000,4_shuiban,5,1169,317,1577,809,voc_xml,True,img_01_424995500_00255.jpg,D:\project_root\data\raw\archive\lable\img_01_424995500_00255.xml
D:\project_root\data\raw\archive\4\img_01_424995500_00289.jpg,2048,1000,4_shuiban,5,1240,8,1672,328,voc_xml,True,img_01_424995500_00289.jpg,D:\project_root\data\raw\archive\lable\img_01_424995500_00289.xml
D:\project_root\data\raw\archive\4\img_01_425000300_00103.jpg,2048,1000,4_shuiban,5,1191,327,1591,744,voc_xml,True,img_01_425000300_00103.jpg,D:\project_root\data\raw\archive\lable\img_01_425000300_00103.xml
D:\project_root\data\raw\archive\4\img_01_425000300_00103.jpg,2048,1000,4_shuiban,5,1223,124,1294,213,voc_xml,True,img_01_425000300_00103.jpg,D:\project_root\data\raw\archive\lable\img_01_425000300_00103.xml
D:\project_root\data\raw\archive\4\img_01_425000300_00103.jpg,2048,1000,4_shuiban,5,1438,28,1500,84,voc_xml,True,img_01_425000300_00103.jpg,D:\project_root\data\raw\archive\lable\img_01_425000300_00103.xml
D:\project_root\data\raw\archive\4\img_01_425000300_00520.jpg,2048,1000,4_shuiban,5,1153,417,1608,932,voc_xml,True,img_01_425000300_00520.jpg,D:\project_root\data\raw\archive\lable\img_01_425000300_00520.xml
D:\project_root\data\raw\archive\4\img_01_425000300_00630.jpg,2048,1000,4_shuiban,5,1372,1,1564,119,voc_xml,True,img_01_425000300_00630.jpg,D:\project_root\data\raw\archive\lable\img_01_425000300_00630.xml
D:\project_root\data\raw\archive\4\img_01_425000300_00743.jpg,2048,1000,4_shuiban,5,1230,1,1760,364,voc_xml,True,img_01_425000300_00743.jpg,D:\project_root\data\raw\archive\lable\img_01_425000300_00743.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00154.jpg,2048,1000,6_siban,7,861,16,1643,974,voc_xml,True,img_01_425005700_00154.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00154.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00156.jpg,2048,1000,6_siban,7,762,19,1680,981,voc_xml,True,img_01_425005700_00156.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00156.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00158.jpg,2048,1000,6_siban,7,790,80,1656,942,voc_xml,True,img_01_425005700_00158.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00158.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00159.jpg,2048,1000,6_siban,7,818,37,1582,981,voc_xml,True,img_01_425005700_00159.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00159.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00162.jpg,2048,1000,6_siban,7,969,106,1551,862,voc_xml,True,img_01_425005700_00162.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00162.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00163.jpg,2048,1000,6_siban,7,977,53,1593,1000,voc_xml,True,img_01_425005700_00163.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00163.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00164.jpg,2048,1000,6_siban,7,950,19,1557,972,voc_xml,True,img_01_425005700_00164.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00164.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00168.jpg,2048,1000,6_siban,7,956,25,1356,996,voc_xml,True,img_01_425005700_00168.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00168.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00172.jpg,2048,1000,6_siban,7,1043,3,1307,825,voc_xml,True,img_01_425005700_00172.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00172.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00175.jpg,2048,1000,6_siban,7,1018,25,1353,765,voc_xml,True,img_01_425005700_00175.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00175.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00176.jpg,2048,1000,6_siban,7,1040,34,1515,791,voc_xml,True,img_01_425005700_00176.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00176.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00181.jpg,2048,1000,6_siban,7,1005,50,1503,853,voc_xml,True,img_01_425005700_00181.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00181.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00183.jpg,2048,1000,6_siban,7,1008,1,1522,796,voc_xml,True,img_01_425005700_00183.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00183.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00189.jpg,2048,1000,6_siban,7,1013,37,1535,775,voc_xml,True,img_01_425005700_00189.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00189.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00191.jpg,2048,1000,6_siban,7,997,12,1564,916,voc_xml,True,img_01_425005700_00191.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00191.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00192.jpg,2048,1000,6_siban,7,953,24,1285,942,voc_xml,True,img_01_425005700_00192.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00192.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00194.jpg,2048,1000,6_siban,7,969,1,1348,959,voc_xml,True,img_01_425005700_00194.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00194.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00195.jpg,2048,1000,6_siban,7,990,16,1366,1000,voc_xml,True,img_01_425005700_00195.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00195.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00196.jpg,2048,1000,6_siban,7,987,1,1425,952,voc_xml,True,img_01_425005700_00196.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00196.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00197.jpg,2048,1000,6_siban,7,825,1,1372,980,voc_xml,True,img_01_425005700_00197.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00197.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00198.jpg,2048,1000,6_siban,7,904,1,1486,936,voc_xml,True,img_01_425005700_00198.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00198.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00199.jpg,2048,1000,6_siban,7,956,1,1460,857,voc_xml,True,img_01_425005700_00199.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00199.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00200.jpg,2048,1000,6_siban,7,933,1,1508,957,voc_xml,True,img_01_425005700_00200.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00200.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00201.jpg,2048,1000,6_siban,7,946,1,1431,944,voc_xml,True,img_01_425005700_00201.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00201.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00202.jpg,2048,1000,6_siban,7,930,45,1490,948,voc_xml,True,img_01_425005700_00202.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00202.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00203.jpg,2048,1000,6_siban,7,1008,63,1528,1000,voc_xml,True,img_01_425005700_00203.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00203.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00205.jpg,2048,1000,6_siban,7,923,9,1519,1000,voc_xml,True,img_01_425005700_00205.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00205.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00207.jpg,2048,1000,6_siban,7,987,19,1579,968,voc_xml,True,img_01_425005700_00207.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00207.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00208.jpg,2048,1000,6_siban,7,931,57,1373,1000,voc_xml,True,img_01_425005700_00208.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00208.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00211.jpg,2048,1000,6_siban,7,956,10,1474,960,voc_xml,True,img_01_425005700_00211.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00211.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00212.jpg,2048,1000,6_siban,7,995,1,1418,931,voc_xml,True,img_01_425005700_00212.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00212.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00213.jpg,2048,1000,6_siban,7,981,1,1440,964,voc_xml,True,img_01_425005700_00213.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00213.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00221.jpg,2048,1000,6_siban,7,918,406,1515,968,voc_xml,True,img_01_425005700_00221.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00221.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00223.jpg,2048,1000,6_siban,7,1067,117,1520,891,voc_xml,True,img_01_425005700_00223.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00223.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00233.jpg,2048,1000,6_siban,7,846,23,1306,735,voc_xml,True,img_01_425005700_00233.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00233.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00239.jpg,2048,1000,6_siban,7,879,44,1430,876,voc_xml,True,img_01_425005700_00239.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00239.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00240.jpg,2048,1000,6_siban,7,874,73,1375,1000,voc_xml,True,img_01_425005700_00240.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00240.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00241.jpg,2048,1000,6_siban,7,923,45,1358,942,voc_xml,True,img_01_425005700_00241.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00241.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00246.jpg,2048,1000,6_siban,7,907,32,1403,1000,voc_xml,True,img_01_425005700_00246.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00246.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00253.jpg,2048,1000,6_siban,7,818,25,1207,929,voc_xml,True,img_01_425005700_00253.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00253.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00254.jpg,2048,1000,6_siban,7,828,22,1208,868,voc_xml,True,img_01_425005700_00254.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00254.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00255.jpg,2048,1000,6_siban,7,800,101,1230,932,voc_xml,True,img_01_425005700_00255.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00255.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00256.jpg,2048,1000,6_siban,7,867,66,1271,945,voc_xml,True,img_01_425005700_00256.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00256.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00258.jpg,2048,1000,6_siban,7,899,19,1292,1000,voc_xml,True,img_01_425005700_00258.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00258.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00266.jpg,2048,1000,6_siban,7,807,93,1326,862,voc_xml,True,img_01_425005700_00266.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00266.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00267.jpg,2048,1000,6_siban,7,863,1,1429,923,voc_xml,True,img_01_425005700_00267.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00267.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00270.jpg,2048,1000,6_siban,7,887,39,1349,858,voc_xml,True,img_01_425005700_00270.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00270.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00273.jpg,2048,1000,6_siban,7,792,1,1317,972,voc_xml,True,img_01_425005700_00273.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00273.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00277.jpg,2048,1000,6_siban,7,855,1,1440,971,voc_xml,True,img_01_425005700_00277.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00277.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00279.jpg,2048,1000,6_siban,7,881,1,1423,954,voc_xml,True,img_01_425005700_00279.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00279.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00283.jpg,2048,1000,6_siban,7,832,1,1388,843,voc_xml,True,img_01_425005700_00283.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00283.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00285.jpg,2048,1000,6_siban,7,753,1,1430,965,voc_xml,True,img_01_425005700_00285.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00285.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00286.jpg,2048,1000,6_siban,7,771,44,1281,848,voc_xml,True,img_01_425005700_00286.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00286.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00287.jpg,2048,1000,6_siban,7,769,16,1297,941,voc_xml,True,img_01_425005700_00287.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00287.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00288.jpg,2048,1000,6_siban,7,826,1,1366,777,voc_xml,True,img_01_425005700_00288.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00288.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00289.jpg,2048,1000,6_siban,7,889,1,1373,895,voc_xml,True,img_01_425005700_00289.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00289.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00290.jpg,2048,1000,6_siban,7,815,55,1362,840,voc_xml,True,img_01_425005700_00290.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00290.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00291.jpg,2048,1000,6_siban,7,822,6,1387,953,voc_xml,True,img_01_425005700_00291.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00291.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00292.jpg,2048,1000,6_siban,7,836,1,1323,951,voc_xml,True,img_01_425005700_00292.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00292.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00297.jpg,2048,1000,6_siban,7,869,78,1289,773,voc_xml,True,img_01_425005700_00297.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00297.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00298.jpg,2048,1000,6_siban,7,874,71,1389,891,voc_xml,True,img_01_425005700_00298.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00298.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00300.jpg,2048,1000,6_siban,7,895,52,1428,878,voc_xml,True,img_01_425005700_00300.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00300.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00301.jpg,2048,1000,6_siban,7,876,105,1429,890,voc_xml,True,img_01_425005700_00301.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00301.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00302.jpg,2048,1000,6_siban,7,908,183,1453,940,voc_xml,True,img_01_425005700_00302.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00302.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00304.jpg,2048,1000,6_siban,7,838,99,1310,634,voc_xml,True,img_01_425005700_00304.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00304.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00307.jpg,2048,1000,6_siban,7,812,1,1440,740,voc_xml,True,img_01_425005700_00307.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00307.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00309.jpg,2048,1000,6_siban,7,793,1,1400,802,voc_xml,True,img_01_425005700_00309.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00309.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00310.jpg,2048,1000,6_siban,7,837,1,1429,854,voc_xml,True,img_01_425005700_00310.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00310.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00312.jpg,2048,1000,6_siban,7,870,1,1424,831,voc_xml,True,img_01_425005700_00312.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00312.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00313.jpg,2048,1000,6_siban,7,777,63,1354,878,voc_xml,True,img_01_425005700_00313.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00313.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00314.jpg,2048,1000,6_siban,7,753,48,1425,875,voc_xml,True,img_01_425005700_00314.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00314.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00317.jpg,2048,1000,6_siban,7,739,47,1392,914,voc_xml,True,img_01_425005700_00317.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00317.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00320.jpg,2048,1000,6_siban,7,792,52,1417,809,voc_xml,True,img_01_425005700_00320.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00320.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00321.jpg,2048,1000,6_siban,7,778,1,1376,936,voc_xml,True,img_01_425005700_00321.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00321.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00322.jpg,2048,1000,6_siban,7,824,1,1477,856,voc_xml,True,img_01_425005700_00322.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00322.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00325.jpg,2048,1000,6_siban,7,892,89,1425,858,voc_xml,True,img_01_425005700_00325.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00325.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00326.jpg,2048,1000,6_siban,7,874,94,1415,907,voc_xml,True,img_01_425005700_00326.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00326.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00327.jpg,2048,1000,6_siban,7,785,66,1512,921,voc_xml,True,img_01_425005700_00327.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00327.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00328.jpg,2048,1000,6_siban,7,867,52,1492,939,voc_xml,True,img_01_425005700_00328.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00328.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00333.jpg,2048,1000,6_siban,7,798,1,1513,937,voc_xml,True,img_01_425005700_00333.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00333.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00335.jpg,2048,1000,6_siban,7,838,34,1446,873,voc_xml,True,img_01_425005700_00335.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00335.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00336.jpg,2048,1000,6_siban,7,762,1,1403,810,voc_xml,True,img_01_425005700_00336.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00336.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00337.jpg,2048,1000,6_siban,7,813,76,1407,927,voc_xml,True,img_01_425005700_00337.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00337.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00342.jpg,2048,1000,6_siban,7,867,65,1353,709,voc_xml,True,img_01_425005700_00342.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00342.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00343.jpg,2048,1000,6_siban,7,830,55,1399,866,voc_xml,True,img_01_425005700_00343.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00343.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00354.jpg,2048,1000,6_siban,7,899,127,1425,821,voc_xml,True,img_01_425005700_00354.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00354.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00362.jpg,2048,1000,6_siban,7,951,50,1430,811,voc_xml,True,img_01_425005700_00362.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00362.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00371.jpg,2048,1000,6_siban,7,985,60,1410,730,voc_xml,True,img_01_425005700_00371.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00371.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00375.jpg,2048,1000,6_siban,7,784,76,1394,727,voc_xml,True,img_01_425005700_00375.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00375.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00377.jpg,2048,1000,6_siban,7,848,60,1412,762,voc_xml,True,img_01_425005700_00377.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00377.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00378.jpg,2048,1000,6_siban,7,879,55,1415,676,voc_xml,True,img_01_425005700_00378.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00378.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00379.jpg,2048,1000,6_siban,7,894,37,1341,476,voc_xml,True,img_01_425005700_00379.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00379.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00381.jpg,2048,1000,6_siban,7,908,80,1276,952,voc_xml,True,img_01_425005700_00381.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00381.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00384.jpg,2048,1000,6_siban,7,787,55,1285,888,voc_xml,True,img_01_425005700_00384.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00384.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00395.jpg,2048,1000,6_siban,7,826,73,1354,894,voc_xml,True,img_01_425005700_00395.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00395.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00396.jpg,2048,1000,6_siban,7,784,1,1343,918,voc_xml,True,img_01_425005700_00396.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00396.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00398.jpg,2048,1000,6_siban,7,800,16,1423,927,voc_xml,True,img_01_425005700_00398.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00398.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00400.jpg,2048,1000,6_siban,7,782,25,1441,927,voc_xml,True,img_01_425005700_00400.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00400.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00403.jpg,2048,1000,6_siban,7,785,32,1377,909,voc_xml,True,img_01_425005700_00403.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00403.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00404.jpg,2048,1000,6_siban,7,818,47,1413,996,voc_xml,True,img_01_425005700_00404.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00404.xml
D:\project_root\data\raw\archive\6\img_01_425005700_00406.jpg,2048,1000,6_siban,7,840,30,1394,783,voc_xml,True,img_01_425005700_00406.jpg,D:\project_root\data\raw\archive\lable\img_01_425005700_00406.xml
